Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Days_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
W4929760,Unit 801 - 1410 Dupont St,Dovercourt-Wallace Emerson-Junction - Toronto,Condo Apt,"$ 748,000","$717,649",2020-10-27,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,393","Condo Apt, Apartment",$577/month,0-5,800-899 feet²,None,"water,heat",33 days,12 day(s),2020-09-26,2020-10-27,"$2,300",2.25%,Dupont/Lansdowne,,Ne,Toronto,"Spectacular Corner Unit At Fuse Condos! No Shortage Of Natural Light In This Corner Unit With Ne Views. Enjoy Cn Tower View And Amazing Sunsets. Freshly Painted Throughout. Located In The Trendy, Rapidly Developing, Junction Area! Transit At The Door With A Short Walk To The Bloor Subway Line! Convenience At It's Best With Grocery Store And Shoppers Drug Mart Attached To The Building. Short Walk To Parks, Restaurants And Shopping."
W4967654,Unit 15 - 50 Bartlett Ave,Dovercourt-Wallace Emerson-Junction - Toronto,Condo Apt,"$ 1,575,000","$1,579,976",2020-10-29,2+1 Bedrooms,3 Bathrooms,1 Garage,"$ 5,020","Condo Apt, 3-Storey",$712/month,0-5,1600-1799 feet²,None,water,3 days,12 day(s),2020-10-26,2020-10-29,"$2,667",1.1%,North From Bloor,,E,Toronto,"A One-Of-A-Kind Luxury Loft Discreetly Hidden Away Down A Quaint Cobble Stone Laneway.Boutique Loft Conversion,A Former Yarn Factory Thoughtfully Reimagined & Restored Into 16 Units.This Unit Has Been Extensively Upgraded.Perfectly Balanced.Industrial Elements Are Thoughtfully Layered W/ Raw Materials.Heated Polished Concrete Flrs. Designed For Entertaining,Spacious Open Concept Living & Dining Areas Open To Soaring 18 Ft Ceiling & Exposed Brick.Chefs Kitchen"
W4946126,Unit A15 - 1100 Lansdowne Ave,Dovercourt-Wallace Emerson-Junction - Toronto,Condo Apt,"$ 869,900","$823,907",2020-10-26,2+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,795","Condo Apt, Loft",$658/month,-,1000-1199 feet²,None,"water,heat",21 days,12 day(s),2020-10-08,2020-10-26,"$2,895",2.78%,Lansdowne & Davenport,"Gym, Party/Meeting Room, Recreation Room, Security System, Visitor Parking",E,Toronto,"""Foundry Lofts"", One Of Toronto's Most Unique Heritage Hard Loft Conversions Complete With An Amazing 16,000 Sq Ft Communal Atrium. 2 Storey Hard Loft With Modern Finishes. Open Concept Main Floor With 19Ft Ceilings, Exposed Brick Walls, Ducting & A Convenient Powder Room. Huge Windows Providing Lots Of Natural Light. Updated Kitchen And Lighting Throughout. 2 Nicely Sized Bedrooms On The 2nd Floor With A Spa Like Bathroom."
W4902726,Unit 344 - 1100 Lansdowne Ave,Dovercourt-Wallace Emerson-Junction - Toronto,Condo Apt,"$ 949,000","$945,248",2020-10-14,2 Bedrooms,2 Bathrooms,2 Garage,"$ 3,148","Condo Apt, Loft",$707/month,-,1000-1199 feet²,None,"water,heat",51 days,12 day(s),2020-09-08,2020-10-13,"$2,947",2.43%,Landsowne/Davenport,"Bike Storage, Bus Ctr (Wifi Bldg), Gym, Media Room, Party/Meeting Room, Visitor Parking",E,Toronto,"The Foundry Lofts-.Stunning 2 Storey 1169 Sq.Ft. Light Filled East Exposure Condo In A Train Factory Conversion. Work And Relax In 16,000 Sq.Ft. Atrium Comfortable Year Round Space That Is Truly Unique-Steps To Balzac's Coffee/Event Space .Tavern, Children's Playground, Dog Park, Pool, Minutes To Hipster Heaven, Blood Bros Craft Beer, Parallel Restaurant , Tre Mari Bakery On St. Clair Ave. , Casa Loma 10 Minutes Away"
E4961420,Unit 903 - 5 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 379,000","$390,636",2020-10-20,1 Bedrooms,1 Bathrooms,0 Garage,$ 726,"Condo Apt, Multi-Level",$556/month,-,700-799 feet²,None,"water,hydro,heat",10 days,19 day(s),2020-10-20,2020-10-20,"$1,785",3.3%,Victoria Park/ Danforth,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Recreation Room, Sauna",Se,Toronto,"Must See! Fully Maintained And Freshly Painted Oversized One Bedroom Unit With Large Balcony. A Panoramic Southwest Exposure, Fantastic Views Of Downtown Toronto & Cn Tower..Upgraded Kitchen With Quartz Counter Top And Solid Quartz Back Splash, Undermounted Double Sink, Soft Closing Kitchen Cabinet Doors. Upgraded Washroom With Granite Basin, White Tiles Tub Surroundings. Steps To School,Victoria Park Subway Station, & Shopping Center. Grocery Store & Pharmac"
E4931497,Unit 2606 - 3 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 447,000","$452,954",2020-10-19,2 Bedrooms,1 Bathrooms,1 Garage,"$ 1,026","Condo Apt, Apartment",$796/month,-,1000-1199 feet²,None,"water,hydro,heat",31 days,19 day(s),2020-09-28,2020-10-19,"$2,096",3.26%,Victoria Park/Danforth,"Exercise Room, Gym, Indoor Pool, Party/Meeting Room, Squash/Racquet Court, Visitor Parking",Se,Toronto,"## Attention First Time Home Buyers## & Investors++Great Location And Convenient++Very Well Maintained, Spacious Condo Unit++Lots Of Closet & Storage Spaces//Exclusive Laundry ((Washer & Dryer Combined )) And Exclusive Ensuite Locker//In The Unit. Wood Floor Throughout And Large Balcony. Close To All The Amenities//Highways//Victoria Park Subway//Ttc, Gym, Swimming Pool, Clinics, Pharmacy, Daycare And School In The Complex."
E4965195,Unit 1604 - 3 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 399,000","$421,581",2020-10-27,2 Bedrooms,1 Bathrooms,1 Garage,"$ 1,139","Condo Apt, Apartment",$765/month,-,1000-1199 feet²,None,"water,hydro,heat",6 days,19 day(s),2020-10-23,2020-10-26,"$2,096",3.21%,Victoria Park And Danforth Ave,,N,Toronto,"Attached 3Dtour.Fully Renovated.One Of Biggest And Finest Unit In Most Demand Building In The Complex. Only 8 Unit On Floor,Quite,Great Neighbours.Full Of Sunlight.Breathtaking Lake & Pretty Courtyard View. 17X5.8'Balcony.School At Doorstep Of Building.5Min Walk Vp Subway,18Min Downtown.Daycare,Doctor Office,Pharmacy,Grocery,Recreation Centre On Premises.Park,Play Ground Just Beside,24 Hr S/Guard. Tons Of Vst Parking.Most Convenient & Affordable Place In Ey.."
E4742973,Unit 2104 - 3 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 455,000","$440,509",2020-10-11,2 Bedrooms,1 Bathrooms,1 Garage,$ 999,"Condo Apt, Apartment",$765/month,-,900-999 feet²,None,"water,hydro,heat",197 days,19 day(s),2020-04-15,2020-10-07,"$2,096",3.1%,Victoria Park/Danforth,"Concierge, Exercise Room, Gym, Indoor Pool, Security Guard, Visitor Parking",S,Toronto,"Sunny South Facing Enclosed Balcony (Approx.16X5')* Freshly Painted, Real Wood Parquet Floors..No Plastic!*Hallway14' With 7'.4"" Closet* Mbr 7'.7"" Closet*2nd Bdrm 4' Closet With 4'8""X3'11"" Walk-In Closet/Locker* 24/7 Security Guards/Cameras*In-House Staff-Electricians/Plumbers Etc.*Daycare/School/Doctor Offices/Drugstore/Dentist/Grocery Store/On Subway Line/Complex Surrounded By Parkland/Golfcourse!!! *20 Mins Downtown-10 Mins To Beach/Boardwalk+++"
E4924639,Unit 2508 - 5 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 442,500","$444,503",2020-09-23,2 Bedrooms,1 Bathrooms,1 Garage,"$ 1,073","Condo Apt, Apartment",$761/month,-,1000-1199 feet²,None,"water,hydro,heat",36 days,21 day(s),2020-09-23,2020-09-23,"$2,123",3.1%,Victoria Park Subway/Danforth,"Exercise Room, Gym, Indoor Pool, Party/Meeting Room, Security Guard, Visitor Parking",E,Toronto,"Spacious Higher Floor Unit, Unobstructed Golf Course View. Freshly Painted, Top Quality Laminated Flooring Throughout, Updated Kitchen And Washroom. Great Location! Minutes Walk To Victoria Park Subway. School, Daycare, Doctor's Office, Grocery On The Premises. 24 Hours Security Guard, Visitor's Parking, Million Dollars Recreation Center With Lane Pool, Sauna, Gym, Basketball& Squash Crt, Party Room Etc. Place Of Worship All Other Amenities Near By."
E4970932,Unit 1209 - 1 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 449,000","$463,117",2020-10-28,2 Bedrooms,1 Bathrooms,1 Garage,$ 930,"Condo Apt, Apartment",$741/month,-,900-999 feet²,None,"water,hydro,heat",1 days,19 day(s),2020-10-28,2020-10-28,"$2,100",3.03%,Victoria Park/Danforth Ave,"Car Wash, Gym, Indoor Pool, Security Guard, Squash/Racquet Court, Visitor Parking",Sw,Toronto,"Absolutely Beautiful 2 Bedroom Totally Renovated Condominium Unit In The High Demand Area. Very Close To The Victoria Park Subway Station On Line 1 Of The Bloor-Danforth Ttc Line. There Is Also An Elementary School From K To 4, A Grocery Store, A Shopping Plaza, A Large Community Centre With An Indoor Swimming Pool, Sauna, Basketball And Squash Court For Your Athletic Desires. The Premises Are Monitored By Cctv And Security 24 Hours A Day, 7 Days A Week."
E4846590,Unit 304 - 5 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 444,900","$416,276",2020-07-28,2 Bedrooms,1 Bathrooms,0 Garage,$ 912,"Condo Apt, Apartment",$659/month,-,800-899 feet²,None,"water,hydro,heat",94 days,25 day(s),2020-07-27,2020-07-28,"$1,896",2.97%,Victoria Park Subway/Danforth,"Exercise Room, Gym, Indoor Pool, Sauna, Squash/Racquet Court",W,Toronto,Everything Brand New/ Just Renovated--Top To Bottom !!! Balcony Overlooks Lovely Gardens!!! Lower Maintenance..Lay-Out Rarely Available ( Bedrooms Separated By Bathroom Not Side By Side ) 24Hr Security Guards/Cameras/Multi-Million $$$ Recreation Centre**Free Membership/On Subway Line.20 Mins. Downtown-10 Mins To Beach/Boardwalk/School/Daycare/Doctor Offices-Pharmacy/Grocery Store +++...Complex Surrounded By Parklands-Beautiful Bike/Walking Trails-Golfcourse++
E4939753,Unit 407 - 3 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 419,000","$429,176",2020-10-29,2 Bedrooms,1 Bathrooms,1 Garage,"$ 1,040","Condo Apt, Apartment",$830/month,-,1000-1199 feet²,None,"water,hydro,heat",11 days,19 day(s),2020-10-02,2020-10-29,"$2,096",2.95%,Victoria Park And Danforth,,N,Toronto,"The Largest Corner 2 Bedroom Unit In Massey Sq. Great Location, Minutes Walk To Victoria Pk Subway Station, 20 Mins Ride To The Downtown Core, Hidden Gem In East York. Close To All Amenities, School, Daycare, Medical Centre, Groceries All In The Same Complex. Million Dollar Recreation Centre With Lane Swimming Pool, Gym, Yoga Rm, Squash & Basketball Courts. Heat, Hydro, Water, Cable Tv All Included In The Maintenance Fee. Walk To Mall, Loblaws, Beer Store."
E4950587,Unit 1106 - 3 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 449,900","$462,147",2020-10-14,2 Bedrooms,1 Bathrooms,1 Garage,"$ 1,018","Condo Apt, Apartment",$797/month,-,1000-1199 feet²,None,"water,hydro,heat",17 days,19 day(s),2020-10-13,2020-10-13,"$2,096",2.87%,Victoria Park And Danforth Ave,"Bike Storage, Exercise Room, Indoor Pool, Party/Meeting Room, Security System, Visitor Parking",W,Toronto,"A Huge 2 Bedrooms Apartment, With A Great View Of Downtown Toronto. One Of The Most Convenient Toronto Location. School; Across From The Building, Ttc At Doorstep, Subway 1 Minute Walk, 15 Mins To Downtown. Close To Hwy 401 & Dvp. A Great Opportunity For 1st Time Buyers & Investors! Won't Last Long. Please Show With Confidence."
E4953090,Unit 319 - 5 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 399,800","$423,748",2020-10-18,2+1 Bedrooms,1 Bathrooms,1 Garage,$ 990,"Condo Apt, Apartment",$744/month,-,900-999 feet²,None,"water,hydro,heat",15 days,18 day(s),2020-10-14,2020-10-14,"$1,914",2.84%,Victoria Park/Danforth,,Nw,Toronto,"Location! Location! Must See! Stunning, Spacious 2+1 Bdrm Corner Unit. Bright Lg Enclosed Balony! Very Well Maintained Building. Freshly Painted & New Flooring. Upgraded Kitchen And Bathroom. Enclosed Balcony Can Be Used As A Solarium Or Extra Bedroom, Suitable For Big Family. ** Quick Closing Possible! Steps To Victoria Park Station, 20 Min Ride To Downtown, School, Daycare, Doctors Clinic And More!"
E4955248,Unit 1709 - 1 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 449,900","$462,615",2020-10-26,2 Bedrooms,1 Bathrooms,1 Garage,$ 948,"Condo Apt, Apartment",$746/month,-,900-999 feet²,None,"water,hydro,heat",15 days,18 day(s),2020-10-15,2020-10-26,"$1,823",2.35%,Victoria,"Exercise Room, Indoor Pool, Recreation Room, Sauna, Security Guard, Security System",Sw,Toronto,"One Of The Best Deal In East York! Gorgeous 2 Bdr Unit For Sale In Prime Location. Featuring New Laminate Flooring And Beautiful Layout W/O To Balcony, New Sliding Glass Doors, Upgraded Kitchen, An Unobstructed View To Cn Tower, Steps To Ttc And Subway Close To Shopping"
E4966925,Unit 908 - 5 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 459,900","$464,974",2020-10-27,2 Bedrooms,1 Bathrooms,0 Garage,$ 954,"Condo Apt, Multi-Level",$761/month,-,900-999 feet²,None,"water,hydro,heat",8 days,18 day(s),2020-10-22,2020-10-27,"$1,823",2.3%,Victoria Park/Danforth Ave.,,E,Toronto,"Very Spacious Beautiful Bright Condo Apartment, Modern Kitchen, Floors, Washrooms And Large 2 Bedrooms, Open View Balcony, Walking Distance To Victoria Park Subway, School, Shopping Plaza, Daycare, Clinic And Pharmacy, 15 Minutes To Downtown Toronto, Huge Gym With Swimming Pool, Sauna, Basketball And Squash Court, 24 Hours Security And Camera Monitored Campus."
E4969418,Unit 1807 - 3 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 399,999","$422,418",2020-10-27,2 Bedrooms,1 Bathrooms,0 Garage,"$ 1,121","Condo Apt, Apartment",$848/month,-,1000-1199 feet²,None,"water,hydro,heat",2 days,18 day(s),2020-10-27,2020-10-27,"$1,823",2.25%,Victoria Park & Danforth,,N,Toronto,"Location! Location! Spacious And Bright 2 Br Condo Sitting On The Danforth Victoria. High Demand Family Oriented Neighbourhood. Freshly Painted Modern Kitchen. Functional Layout, Recently Renovated Parquet Floors, Huge Master Br With Large Closet, 3 Pc Washroom, Perfect Starter Condo **Free Membership Nicely Renovated Rec Centre, Grocery Store, School/Day Care, Subway Line, Close To The Beach 15-20 Mins To Downtown Toronto"
E4964756,Unit 1605 - 3 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 449,990","$462,817",2020-10-23,2 Bedrooms,1 Bathrooms,0 Garage,"$ 1,271","Condo Apt, Apartment",$831/month,-,1000-1199 feet²,None,"water,hydro,heat",10 days,18 day(s),2020-10-20,2020-10-23,"$1,823",2.06%,Victoria Pk / Danforth,"Security Guard, Indoor Pool, Recreation Room, Exercise Room, Sauna, Gym",S,Toronto,"Welcome To The Town In The City! Everything You Need Is Here. Amenities Galore! Recently Renovated 2-Bedroom Unit. Only 8 Units Per Floor. Existing Furnishings Can Be Included. Spectacular South Lake View. Large Balcony. Gym, Exercise Room, Indoor Swimming Pool, Recreation Center With Free Membership, School/Daycare. All Measurements, Taxes, Maintenance, Parking Info To Be Verified By Buyer And/Or Buyer Agent."
E4970978,Unit 1515 - 5 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 569,000","$575,262",2020-10-29,3 Bedrooms,2 Bathrooms,0 Garage,"$ 1,084","Condo Apt, Apartment",$889/month,-,1200-1399 feet²,None,"water,hydro,heat",1 days,18 day(s),2020-10-28,2020-10-28,"$1,930",1.78%,Victoria Park And Danforth Av.,,W,Toronto,"Unobstructed Cn Tower View.3 Bedrooms Condo. Bright W/Large Balcony In Well Maintained Building. Nice Light Fixers,Extended Kitchen Cabinets,Quartz Countertop,Walking Distance To Subway,Doctors Office,Dental,Daycare, School. Million Dollar Rec Facilities,Party Room, 24/7 Security Guard On Duty And Huge Visitor Parking."
C4955150,Unit 806 - 609 Avenue Rd,Yonge-St. Clair - Toronto,Condo Apt,"$ 695,000","$702,404",2020-10-19,2 Bedrooms,2 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$443/month,New,600-699 feet²,None,,15 days,27 day(s),2020-10-15,2020-10-19,"$2,775",3.61%,Avenue Rd And St Clair,"Concierge, Gym, Rooftop Deck/Garden, Security Guard, Security System, Visitor Parking",S,Toronto,"Welcome To Exclusive 609 Avenue Road Located In One The Most Prestigious Neighborhoods, This 644 Sq/Ft Suite Boasts A 117 Sq/Ft Full Length Terrace With One Parking And One Locker. Brand New, Never Occupied. Master Bdrm With 4-Pc Ensuite. Just Outside Upper Canada College. Public Transit At Door Steps, Close To T.T.C. Subway, Close To All Amenities. First Class Amenities - Gym, Concierge, Guest Suites, Roof Top Lounge And Pet Washing Station."
C4963486,Unit 1104 - 47 St Clair Ave W,Yonge-St. Clair - Toronto,Condo Apt,"$ 699,000","$727,543",2020-10-23,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,891","Condo Apt, Apartment",$1334/month,31-50,900-999 feet²,None,"water,hydro,heat",8 days,26 day(s),2020-10-22,2020-10-23,"$3,686",3.01%,Yonge & St Clair,"Concierge, Exercise Room, Party/Meeting Room, Security Guard, Security System, Visitor Parking",E,Toronto,"A Wonderful Opportunity To Acquire A Spacious Two Bedroom Condo At The Boutique Westclair. Conveniently Located At Yonge And St Clair, This Quiet Building Is Set Back From The Street And Features A Delightful Courtyard Entry. Ideal Open Concept Layout With Large Windows, Balcony And South East Views Down To The Lake. Spacious Bedrooms Including A Principal Retreat With Walk-In Closet And Renovated Ensuite."
C4923573,Unit 1003 - 111 St Clair Ave W,Yonge-St. Clair - Toronto,Condo Apt,"$ 539,000","$538,959",2020-09-22,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,237","Condo Apt, Apartment",$395/month,-,500-599 feet²,None,,38 days,24 day(s),2020-09-21,2020-09-22,"$2,051",2.97%,Avenue Rd / St Clair,"Bike Storage, Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room",N,Toronto,"Live At The Classic Imperial Plaza - A Building That Has Defined Elegance At St. Clair And Avenue Rd. This Bright Well Designed Space Offers Soaring 10'Ceilings,Attractive Kitchen Layout, Ensuite Laundry And The Luxury Of Amenities (Pool, Party Room, Outdoor Patio, Theatre Room, Billiards Room, Yoga Studio) And Services (Longos, Lcbo) All Available Within The Building. Situated A Short Walk To The Yonge Subway And The St.Clair Streetcar Is Right At The Door."
C4919005,Unit 1104 - 1430 Yonge St,Yonge-St. Clair - Toronto,Condo Apt,"$ 570,000","$544,371",2020-10-20,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,793","Condo Apt, Apartment",$480/month,-,500-599 feet²,None,"water,heat",41 days,24 day(s),2020-09-18,2020-10-20,"$2,094",2.88%,Yonge & St. Clair,,N,Toronto,"Welcome To 1104 At The Clairmont! Boutique Condo Located Right At Yonge & St.Clair. 1 Bedroom Functional Open Concept Floorplan. Very Well Maintained Condo In One Of The Areas Most Sought After Buildings. Perfect For First Time Buyer Or Investor. Amenities Include Party Room, Gym And Meeting Room."
C4921629,Unit 704 - 33 Delisle Ave,Yonge-St. Clair - Toronto,Condo Apt,"$ 809,000","$771,703",2020-10-23,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,567","Condo Apt, Apartment",$568/month,16-30,700-799 feet²,None,"water,heat",38 days,27 day(s),2020-09-21,2020-10-23,"$2,800",2.61%,Yonge/St. Clair,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Security Guard, Visitor Parking",W,Toronto,"Stunning And Elegant Suite In Luxurious Boutique Building At Yonge & St Clair! This Bright And Sunny Beauty Features High End Finishes And An Open Concept Layout. 1+1Br, 9' Vaulted Ceilings With Crown Mouldings, Ensuite Laundry, High-End Appliances, 24Hr Concierge, Indoor Pool, Sauna, Exercise,Party Room. Lush Courtyard With Bbq's And Seating. Owned Parking & Locker, Visitors Parking, Steps To Shops, Yonge Subway Station, Restaurants. Fantastic Location."
C4958501,Unit 612 - 111 St Clair Ave W,Yonge-St. Clair - Toronto,Condo Apt,"$ 623,000","$622,836",2020-10-29,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,475","Condo Apt, Apartment",$564/month,0-5,600-699 feet²,None,,12 days,27 day(s),2020-10-18,2020-10-29,"$2,300",2.6%,Avenue And St Clair,"Concierge, Guest Suites, Gym, Indoor Pool, Rooftop Deck/Garden, Squash/Racquet Court",S,Toronto,"*Rarely Available* Convenience&Lifestyle At Imperial Plaza** Luxury Building, Longos Grocery & Lcbo On Street Level. Large Living Room(18 X 11Ft), Massive 10Ft Ceiling (Approx), Stunning South View! Chic Cabinetry & Shelves In Kitchen, Glass Backsplash. Spa-Like Bathroom W/ Soaker Tub!. W-In Closet, Semi-Ensuite Bath. Parking & Locker Incl. Ttc, Building Amenities: 24Hr Concierge. 2000 Sf Imperial Club: Indoor Pool, Gym, Party Rm & More! Best Of City Living!"
C4853749,Unit 1601 - 609 Avenue Rd,Yonge-St. Clair - Toronto,Condo Apt,"$ 2,249,000","$2,061,548",2020-10-19,3 Bedrooms,3 Bathrooms,2 Garage,$ -,"Condo Apt, Apartment",$1048/month,New,1400-1599 feet²,None,heat,89 days,27 day(s),2020-08-01,2020-10-19,"$5,879",2.56%,Avenue/St.Clair,"Concierge, Guest Suites, Gym, Rooftop Deck/Garden, Visitor Parking",Ne,Toronto,609 Avenue Road Condo Is Sitting At A Prestigious Location. The Modern And Sophisticated Design Is Outstanding. Rare 1597 Sq Ft Unit With 366 Sq Ft Terrace And 30 Sq Ft Balcony. 2 Parking & Locker. Steps To Upper Canada College. Move In & Enjoy
